STATIONS DN TRAINS,BSR 90065 12 CAR,VR 90067 12 CAR,VR 90067 12 CAR.1,BVI 90069 12 CAR,BVI 90069 12 CAR.1,BVI 90071 12 CAR,BVI 90071 12 CAR.1,VR 90073 12 CAR,VR 90073 12 CAR.1,VR 92017 12 CAR,VR 92017 12 CAR.1,VR 92017 12 CAR.2,BVI 90077 12 CAR,BVI 90077 12 CAR.1,BVI 90077 12 CAR.2,BVI 90079 12 CAR,BVI 90079 12 CAR.1,BSR 92019 15 CAR,BSR 92019 15 CAR.1,VR 94007 12 CAR,VR 94007 12 CAR.1,VR 90083 12 CAR,VR 90083 12 CAR.1,GMN 90085 12 CAR,GMN 90085 12 CAR.1,GMN 90085 12 CAR.2,BVI 90087 12 CAR,BVI 90087 12 CAR.1,BVI 90087 12 CAR.2,BVI 90089 12 CAR,BVI 90089 12 CAR.1,BVI 90089 12 CAR.2,BVI 90089 12 CAR.3
BORIVALI,14:50,14:54,14:54,14:35,14:35,14:56,14:56,14:40,14:40,15:04,15:04,15:04,14:46,14:46,14:46,,,14:49,14:49,15:01,15:01,14:53,14:53,15:12,15:12,15:12,15:16,15:16,15:16,15:18,15:18,15:18,15:18
Dahisar,,,,,,15:01,15:01,14:44,14:44,,,,14:49,14:49,14:49,NOT ON,NOT ON,14:53,14:53,NOT ON,NOT ON,14:57,14:57,,,,15:22,15:22,15:22,,,,
Mira Road,,,,,,15:07,15:07,14:49,14:49,,,,14:54,14:54,14:54,SUN &,SUN &,14:58,14:58,SUN,SUN,15:02,15:02,,,,15:27,15:27,15:27,,,,
Bhayandar,,,,,,15:12,15:12,14:54,14:54,,,,14:59,14:59,14:59,HOLIDAY,HOLIDAY,15:03,15:03,ONLY,ONLY,15:07,15:07,,,,15:32,15:32,15:32,,,,
Naigaon,,,,,,15:18,15:18,15:00,15:00,,,,15:05,15:05,15:05,,,15:09,15:09,,,15:13,15:13,,,,15:38,15:38,15:38,,,,
Vasai Road,,,,,,15:23,15:23,15:06,15:06,,,,15:10,15:10,15:10,,,15:14,15:14,,,15:18,15:18,,,,15:45,15:45,15:45,,,,
Nalla Sopara,,,,,,15:29,15:29,,,,,,15:15,15:15,15:15,,,15:19,15:19,,,15:23,15:23,,,,,,,,,,
VIRAR,,,,,,15:36,15:36,,,,,,15:21,15:21,15:21,,,15:25,15:25,,,15:32,15:32,,,,,,,,,,
STATIONS DN TRAINS,VR 90527A 12 CAR,BYR 94041 12 CAR,BYR 94041 12 CAR,BVI 90531 12 CAR,BVI 90531 12 CAR,ADH 90533 12 CAR,ADH 90533 12 CAR,VR 92117 15 CAR,VR 92117 15 CAR,VR 92117 15 CAR,DRD 93025 12 CAR,DRD 93025 12 CAR,DRD 93025 12 CAR,VR 92119 15 CAR,VR 92119 15 CAR,VR 92119 15 CAR,BVI 90535 12 CAR,BVI 90535 12 CAR,BYR 90537 12 CAR,BYR 90537 12 CAR,BVI 90539 12 CAR,BVI 90539 12 CAR,VR 90541 12 CAR,VR 90541 12 CAR,BVI 90543 12 CAR,BVI 90543 12 CAR,BVI 90543 12 CAR,VR 90547 12 CAR,VR 90547 12 CAR,BVI 90549 12 CAR,BVI 90549 12 CAR,BVI 90549 12 CAR,
CHURCHGATE,,14:15,14:15,14:17,14:17,14:20,14:20,,,,,,,,,,14:24,14:24,14:27,14:27,14:30,14:30,14:33,14:33,14:33,14:33,14:33,14:40,14:40,14:37,14:37,14:37,
Marine Lines,,14:18,14:18,14:20,14:20,14:23,14:23,,,,,,,,,,14:27,14:27,14:30,14:30,14:33,14:33,14:36,14:36,14:36,14:36,14:36,14:43,14:43,14:40,14:40,14:40,
Charni Road,,14:20,14:20,14:22,14:22,14:25,14:25,,,,,,,,,,14:29,14:29,14:32,14:32,14:35,14:35,14:38,14:38,14:38,14:38,14:38,14:45,14:45,14:42,14:42,14:42,
Grant Road,,14:23,14:23,14:25,14:25,14:28,14:28,,,,,,,,,,14:32,14:32,14:35,14:35,14:38,14:38,14:41,14:41,14:41,14:41,14:41,14:48,14:48,14:45,14:45,14:45,
M'BAI CENTRAL (L),,14:25,14:25,14:27,14:27,14:30,14:30,,,,,,,,,,14:34,14:34,14:37,14:37,14:40,14:40,14:45,14:45,14:43,14:43,14:43,14:50,14:50,14:47,14:47,14:47,
Mahalakshmi,,Air,Air,14:30,14:30,14:33,14:33,,,,,,,,,,14:37,14:37,14:40,14:40,14:43,14:43,,,14:46,14:46,14:46,,,14:50,14:50,14:50,
Lower Parel,,Condition,Condition,14:33,14:33,14:36,14:36,,,,,,,,,,14:40,14:40,14:43,14:43,14:46,14:46,,,14:49,14:49,14:49,,,14:53,14:53,14:53,
Prabhadevi,,,,14:36,14:36,14:39,14:39,,,,,,,,,,14:43,14:43,14:46,14:46,14:49,14:49,,,14:52,14:52,14:52,,,14:56,14:56,14:56,
DADAR,,14:32,14:32,14:38,14:38,14:41,14:41,,,,,,,14:50,14:50,14:50,14:45,14:45,14:48,14:48,14:51,14:51,14:54,14:54,14:54,14:54,14:54,14:58,14:58,14:58,14:58,14:58,
Matunga Road,,,,14:40,14:40,14:43,14:43,,,,,,,,,,14:47,14:47,14:50,14:50,14:53,14:53,,,14:56,14:56,14:56,,,15:00,15:00,15:00,
Mahim Jn.,,,,14:43,14:43,14:46,14:46,,,,,,,,,,14:50,14:50,14:54,14:54,14:57,14:57,,,14:59,14:59,14:59,,,15:03,15:03,15:03,
BANDRA,,14:38,14:38,14:47,14:47,14:50,14:50,,,,,,,14:57,14:57,14:57,14:54,14:54,14:57,14:57,15:00,15:00,15:00,15:00,15:03,15:03,15:03,15:05,15:05,15:07,15:07,15:07,
Khar Road,,,,14:50,14:50,14:53,14:53,,,,,,,,,,14:57,14:57,15:00,15:00,15:03,15:03,,,15:06,15:06,15:06,,,15:10,15:10,15:10,
Santa Cruz,,,,14:53,14:53,14:56,14:56,,,,,,,,,,15:00,15:00,15:03,15:03,15:06,15:06,,,15:09,15:09,15:09,,,15:13,15:13,15:13,
Vile Parle,,,,14:56,14:56,14:59,14:59,,,,,,,,,,15:03,15:03,15:06,15:06,15:09,15:09,,,15:12,15:12,15:12,,,15:16,15:16,15:16,
ANDHERI,,14:46,14:46,15:01,15:01,15:05,15:05,14:50,14:50,14:50,,,,15:06,15:06,15:06,15:08,15:08,15:11,15:11,15:14,15:14,15:09,15:09,15:17,15:17,15:17,15:16,15:16,15:21,15:21,15:21,
Jogeshwari,,,,15:05,15:05,,,,,,,,,,,,15:12,15:12,15:15,15:15,15:18,15:18,,,15:20,15:20,15:20,,,15:24,15:24,15:24,
Ram Mandir,,,,15:08,15:08,,,,,,,,,,,,15:15,15:15,15:18,15:18,15:21,15:21,,,15:23,15:23,15:23,,,15:27,15:27,15:27,
Goregaon,,,,15:10,15:10,,,,,,,,,,,,15:17,15:17,15:20,15:20,15:23,15:23,,,15:25,15:25,15:25,,,15:29,15:29,15:29,
Malad,,,,15:14,15:14,,,,,,,,,,,,15:21,15:21,15:24,15:24,15:27,15:27,,,15:29,15:29,15:29,,,15:33,15:33,15:33,
Kandivli,,,,15:17,15:17,,,,,,,,,,,,15:24,15:24,15:27,15:27,15:30,15:30,,,15:32,15:32,15:32,,,15:36,15:36,15:36,
BORIVALI,15:23,14:59,14:59,15:23,15:23,,,15:05,15:05,15:05,,,,15:17,15:17,15:17,15:30,15:30,15:33,15:33,15:37,15:37,15:20,15:20,15:38,15:38,15:38,15:29,15:29,15:43,15:43,15:43,
Dahisar,,15:05,15:05,,,NOT ON,NOT ON,15:09,15:09,15:09,,,,,,,,,15:38,15:38,,,15:24,15:24,,,,15:34,15:34,,,,
Mira Road,,15:10,15:10,,,SUN,SUN,15:14,15:14,15:14,,,,,,,,,15:43,15:43,,,15:29,15:29,,,,15:39,15:39,,,,
Bhayandar,15:35,15:17,15:17,,,ONLY,ONLY,15:19,15:19,15:19,,,,15:28,15:28,15:28,,,15:50,15:50,,,15:34,15:34,,,,15:44,15:44,,,,
Naigaon,,,,,,,,15:24,15:24,15:24,,,,,,,,,,,,,15:39,15:39,,,,15:49,15:49,,,,
Vasai Road,15:45,,,,,,,15:29,15:29,15:29,,,,15:35,15:35,15:35,,,,,,,15:43,15:43,,,,15:54,15:54,,,,
Nalla Sopara,,,,,,,,15:34,15:34,15:34,,,,,,,,,,,,,15:49,15:49,,,,15:59,15:59,,,,
VIRAR,16:00,,,,,,,15:41,15:41,15:41,15:45,15:45,15:45,15:47,15:47,15:47,,,,,,,15:58,15:58,,,,16:05,16:05,,,,
